customer_id,sum(purchase_amount)
9130,105.84
2650,105.86
6441,105.91
3333,105.96
9912,106.05
2599,106.1
7070,106.13
8717,106.16
4445,106.22
2689,106.24000000000001
4129,106.36
37,106.38
7968,106.52
6210,106.6
6063,106.61
4399,106.62
4959,106.64
6430,106.66
7764,106.67
8778,106.68
2383,106.69
3196,106.73
347,106.74000000000001
412,106.79
7317,106.85
2671,106.85
2085,106.87
3782,106.91
3189,106.92
6277,106.93
155,106.97
8969,106.98
2037,107.03
9579,107.03
5760,107.04
2541,107.07
6361,107.12
7443,107.13
5832,107.16
4834,107.22
3334,107.24
2822,107.26
656,107.3
3563,107.32
393,107.4
4998,107.42
4494,107.53
1638,107.57000000000001
723,107.64
1422,107.69
3285,107.71
7142,107.78
7657,107.8
4192,107.82
1523,107.9
1970,107.95
6662,108.0
6072,108.01
3411,108.06
2284,108.07999999999998
1002,108.1
7417,108.19
5775,108.22
7642,108.23
133,108.25
609,108.34
7531,108.35
1339,108.42
5367,108.46
2097,108.63
9454,108.64
3651,108.7
9190,108.7
8367,108.76
9647,108.83
9331,108.91
9402,108.92
1650,108.93
8885,108.93
3000,109.04
1024,109.07000000000001
8489,109.16
2988,109.22
9213,109.32
6215,109.33
4340,109.34
4193,109.46
7702,109.47
6642,109.55
6048,109.55
9730,109.64
7444,109.78
4823,109.82
9287,109.89
3235,109.91
6935,109.92
2316,109.92999999999999
7418,109.98
6527,110.03
6423,110.06
8321,110.09
6409,110.1
4846,110.11
2733,110.12
5690,110.13999999999999
597,110.24
7285,110.25
9620,110.25
7086,110.28
1533,110.33
9365,110.39000000000001
8426,110.41
3988,110.51
1852,110.56
8383,110.58
3353,110.63
493,110.72
2432,110.80000000000001
1483,110.94
9582,110.96
3356,110.98
4036,111.02
8002,111.05
6886,111.07
75,111.12
7904,111.19
5937,111.2
9998,111.23
929,111.23
6128,111.29
7803,111.32
9177,111.33
873,111.37
4352,111.39999999999999
8293,111.42
7828,111.45
6153,111.46
4822,111.48
5029,111.48
77,111.63
3394,111.64
8146,111.73
2505,111.73
1426,111.78
5521,111.79
5470,111.84
6860,111.86
6193,111.88
8979,111.95
3937,112.03
1860,112.03
9749,112.04
8328,112.05
629,112.06
550,112.09
9974,112.11
5743,112.19
7217,112.22
3114,112.29
2906,112.49
9234,112.5
8745,112.55
3959,112.59
5305,112.59
3247,112.65
5461,112.66
881,112.69
9103,112.8
3597,112.8
4083,112.82
437,112.86
9009,112.91
9120,112.94
8973,112.95
6283,112.96
392,112.99
1670,113.06
4630,113.06
8015,113.08
1671,113.08000000000001
1083,113.09
5883,113.09
2946,113.13
3691,113.14
1039,113.14000000000001
9183,113.2
7,113.24
7424,113.25
7907,113.26
4271,113.26
4465,113.28
7563,113.33
9133,113.39
8167,113.44
9138,113.45
8566,113.5
6064,113.5
8337,113.51
3903,113.61
4331,113.61
2852,113.64
952,113.66
31,113.72
4667,113.72
4,113.92
1417,114.09
4027,114.10999999999999
6640,114.15
767,114.23
7670,114.29
7459,114.32
3429,114.37
9673,114.41
4597,114.46
5909,114.5
7033,114.55
6120,114.55
9423,114.6
7021,114.69999999999999
6793,114.82
8018,114.82
4949,114.94000000000001
4277,115.01
8905,115.03
6458,115.05
3102,115.1
8980,115.26
8559,115.26
7549,115.28999999999999
8467,115.31
9728,115.33000000000001
6443,115.34
6538,115.4
4835,115.43
5181,115.46
4543,115.47
7852,115.5
2018,115.52
2665,115.57
1884,115.6
7882,115.66
6448,115.69
3718,115.95
7824,115.99
446,116.0
5854,116.12
4513,116.16
8249,116.3
6124,116.32
6462,116.36
652,116.39
4469,116.41
7117,116.48
5160,116.49000000000001
8266,116.67
6385,116.68
9680,116.84
2565,116.86
2077,116.87
8545,116.91999999999999
6746,116.97
6341,116.99
184,117.0
3939,117.02
9993,117.03999999999999
1307,117.11
4133,117.12
3369,117.13
5315,117.22
4881,117.31
7897,117.42
5900,117.43
5275,117.44
1467,117.5
3291,117.62
5277,117.7
3386,117.73
1537,117.83
5553,117.93
3169,117.98
490,118.03
927,118.1
556,118.14
1466,118.38
9238,118.39
424,118.39
8634,118.4
30,118.42
4873,118.44
218,118.46
9750,118.53
2019,118.55
5024,118.63
5780,118.63
3261,118.65
2457,118.69
9554,118.72
1324,118.73
148,118.83
541,118.83
4124,118.87
4463,118.88
8243,118.9
5335,118.94
4174,118.96
7442,118.97
2516,119.04
3887,119.07
414,119.14999999999999
1576,119.2
6425,119.23
9976,119.23
5233,119.27
4665,119.29
1304,119.36
7801,119.36
7527,119.39
2031,119.41
147,119.42
8187,119.45
888,119.51
7002,119.54
7964,119.58
7787,119.69
9093,119.75
8951,120.0
345,120.01
2970,120.16
7695,120.17
5395,120.23
5843,120.31
2435,120.31
6740,120.35
3118,120.37
4895,120.41
7875,120.44
6216,120.44
2953,120.50999999999999
477,120.54
5037,120.55
6014,120.57
4641,120.69
9895,120.83
6519,120.91
5977,120.91
8681,120.99
5282,121.0
7471,121.02
9170,121.05999999999999
8618,121.07
5300,121.16
3752,121.17
3835,121.34
9533,121.35
5059,121.36999999999999
2134,121.38
256,121.38
4507,121.42
8225,121.48
4799,121.51
2973,121.57
4954,121.62
9619,121.7
8735,121.7
9979,121.75
467,121.83
5840,121.84
1333,121.92
6016,121.93
3298,122.0
3622,122.02
2265,122.03
2753,122.04
2386,122.07
6017,122.09
530,122.12
3578,122.21
5071,122.28
8879,122.28
7140,122.33
5042,122.34
8578,122.38
8783,122.38
1833,122.47999999999999
10,122.53
6829,122.53999999999999
4014,122.6
9313,122.61
6941,122.63
1719,122.64
8052,122.67
4213,122.7
2837,122.72999999999999
6844,122.75
707,122.78
7830,122.78999999999999
7515,122.8
5056,122.81
3738,122.81
3569,122.84
3495,122.94
8855,122.94
3524,122.96000000000001
5966,122.97
4661,122.99000000000001
1911,123.00999999999999
5511,123.03
6657,123.22
394,123.23
1514,123.25
6113,123.36
8262,123.38
6169,123.41
9338,123.42
6940,123.53999999999999
6562,123.57
877,123.6
2376,123.69
6231,123.73
3586,123.8
1367,123.94
6833,124.03
4227,124.05
6997,124.08
6494,124.08
8798,124.08000000000001
5139,124.09
4164,124.12
8564,124.14
95,124.17
144,124.22
3341,124.26
4997,124.31
4218,124.31
47,124.32
7352,124.33
9105,124.35000000000001
6059,124.37
7263,124.38
4452,124.4
1286,124.42
2759,124.42999999999999
9571,124.44999999999999
3249,124.5
119,124.62
9096,124.67
5426,124.67
4579,124.68
8866,124.7
2954,124.7
9897,124.71000000000001
1802,124.72999999999999
229,124.75
2146,124.81
7823,124.82
8646,124.86
3106,124.93
4169,125.0
1974,125.02
3922,125.08
3384,125.1
4938,125.11
9778,125.12
333,125.18
601,125.22
9339,125.47
828,125.48
1380,125.53
5014,125.53999999999999
4049,125.59
4052,125.61
4522,125.64
2294,125.66
9560,125.66
8994,125.8
6758,125.85
9480,125.88
3412,125.89
721,125.93
279,126.1
3365,126.11
9137,126.12
208,126.14
5085,126.17
3,126.19
4404,126.22
6188,126.25
8802,126.29
8628,126.31
171,126.33
3016,126.35
5939,126.39
1493,126.41
2660,126.47
3165,126.56
8506,126.56
9182,126.59
7914,126.6
1661,126.61
717,126.67
6459,126.68
1222,126.69
1358,126.69
8650,126.75
7924,126.75
8692,126.82
2473,126.84
80,126.84
911,126.84
2012,126.87
49,126.88
3163,126.93
503,126.94
6916,126.96
1455,126.99
8825,127.03
124,127.13
7800,127.14
7592,127.23
5801,127.26
3229,127.26
1668,127.28
8303,127.38999999999999
3755,127.44
1602,127.46
7368,127.47
6969,127.47
542,127.6
5088,127.6
4247,127.60000000000001
7481,127.63
8379,127.73
3311,127.74
2812,127.75
7674,127.77
4156,127.85
4588,127.9
7817,127.93
3035,127.93
2342,128.17
6549,128.17000000000002
430,128.26
9270,128.27
5220,128.37
283,128.41
7986,128.41
8389,128.44
7932,128.44
4774,128.47
3761,128.48
7869,128.52
3991,128.62
3743,128.7
9510,128.7
5787,128.73
7480,128.74
3489,128.84
8382,128.85999999999999
8454,128.87
4476,128.9
5217,128.96
1931,128.96
2152,129.02
648,129.04
8551,129.05
7451,129.08
4016,129.12
381,129.2
6286,129.23
2695,129.25
2060,129.25
7983,129.31
2211,129.34
6938,129.38
8666,129.42
9538,129.42000000000002
8613,129.47
307,129.51
3747,129.54
9603,129.57
4135,129.6
4041,129.63
228,129.67
5985,129.68
6978,129.7
2350,129.73
2103,129.8
9962,129.88
9850,129.89
5590,129.99
5603,130.02
4818,130.05
7063,130.13
7909,130.15
4330,130.15
1128,130.16
8967,130.24
7176,130.26
2524,130.27
5397,130.33
8966,130.34
624,130.42
2089,130.42000000000002
8690,130.43
2255,130.46
5541,130.47
3428,130.51
5814,130.61
7691,130.64
2690,130.66
3890,130.84
8740,130.86
9028,130.88
6114,130.88
9674,130.92000000000002
9320,130.93
7018,130.96
5836,130.98
6397,131.01
9235,131.07
3205,131.11
2642,131.18
59,131.21
7949,131.22
6427,131.22
8887,131.23
6983,131.24
7407,131.3
1184,131.34
5654,131.35
8139,131.43
8096,131.44
8919,131.48
885,131.52
3726,131.55
3996,131.59
8889,131.6
1676,131.75
9947,131.79
657,131.86
4155,131.91
7313,131.91
1068,131.93
6179,132.08
9156,132.1
6146,132.14
4240,132.17
9544,132.18
3552,132.24
9410,132.27
7411,132.36
6065,132.41
4160,132.42
4483,132.42000000000002
1016,132.45
8127,132.48
9374,132.5
5922,132.5
4787,132.57
7739,132.59
5001,132.64
6859,132.64
4448,132.66
7667,132.67000000000002
1804,132.75
9827,132.76
7295,132.79
7819,132.83
3059,132.86
8776,132.88
944,132.89
4260,132.89
5007,132.89
6170,132.97
6618,133.01
4292,133.01
8033,133.02
4979,133.03
1294,133.07
1778,133.09
1764,133.09
7208,133.11
1521,133.13
1135,133.14
8535,133.16
8198,133.2
1962,133.21
8810,133.22
4950,133.31
9995,133.32
963,133.33
1410,133.36
9023,133.38
8066,133.38
655,133.42
4967,133.44
5019,133.46
2277,133.49
419,133.5
9762,133.5
4191,133.52
8927,133.54
7659,133.6
1575,133.60000000000002
2106,133.61
1196,133.61
6322,133.84
3007,133.87
628,133.94
6438,133.96
3944,133.98
7223,134.01
2104,134.09
6249,134.14
1982,134.15
7825,134.16
352,134.16
6431,134.2
2649,134.24
1828,134.25
9020,134.25
5850,134.32
4008,134.36
9366,134.4
3920,134.49
4318,134.62
1316,134.64
7839,134.71
3175,134.8
6209,134.87
5291,134.89
1749,134.92
8400,134.98
6469,135.01999999999998
6617,135.03
7534,135.03
2403,135.04
3272,135.05
3840,135.05
8538,135.15
9558,135.17000000000002
4609,135.19
8169,135.26999999999998
829,135.28
5301,135.37
7530,135.42000000000002
9409,135.43
2263,135.45
1228,135.47
1484,135.54
5717,135.57
7649,135.59
7759,135.6
9461,135.62
4516,135.64
4801,135.69
743,135.7
3894,135.77
4419,135.78
4868,135.79
9605,135.87
3487,135.89
3193,135.94
8582,136.0
5126,136.02
4680,136.12
94,136.14
5344,136.26
5336,136.26
9741,136.29
3666,136.31
8036,136.39
9163,136.41
4739,136.44
4220,136.45
4499,136.46
3564,136.48
8179,136.48
6616,136.49
9275,136.51
5835,136.51
4098,136.55
8041,136.55
8718,136.56
958,136.58
8858,136.58
2653,136.59
5957,136.65
9219,136.74
3374,136.83
7336,136.88
1792,136.96
4899,137.0
5345,137.04
983,137.05
4832,137.06
8532,137.11
6432,137.19
6112,137.22
8419,137.3
4651,137.49
1226,137.56
1338,137.61
157,137.66
943,137.66
9927,137.67
4488,137.67
3058,137.78
9403,137.8
2632,137.82
1701,137.86
4295,137.98
2879,138.0
3036,138.01
6898,138.04
6896,138.07
3667,138.07
718,138.07
3034,138.1
8150,138.11
9343,138.15
8609,138.24
6548,138.26
1479,138.29
4745,138.34
9726,138.5
4053,138.63
7978,138.64
6878,138.65
7457,138.66
6058,138.68
935,138.74
130,138.76
1692,138.81
2699,138.85
2673,138.93
1355,138.95
1724,138.98
9368,139.01999999999998
8974,139.07
5629,139.08
9925,139.1
2057,139.1
4354,139.12
4128,139.19
8780,139.2
91,139.21
9467,139.25
7120,139.3
2041,139.32
7144,139.41000000000003
8719,139.5
6187,139.51
9672,139.57999999999998
1524,139.64
1689,139.67
7388,139.68
5306,139.7
4676,139.72
769,139.77
7536,139.79
5899,139.8
8148,139.8
5751,139.81
9308,139.87
9021,139.97
6546,140.02
2022,140.11
4698,140.13
9299,140.13
1635,140.21
1289,140.25
7184,140.33
2402,140.4
2305,140.41
507,140.48
2358,140.63
1923,140.64
5141,140.7
1669,140.72
2164,140.75
5528,140.77
408,140.81
9896,140.92000000000002
7603,140.99
5767,141.01
1700,141.03
8192,141.07
2433,141.09
2035,141.13
961,141.16
8446,141.16
3020,141.29
5256,141.45
9548,141.47
5972,141.5
1239,141.53
8671,141.55
5123,141.61
6705,141.63
3765,141.64
7292,141.69
7694,141.7
938,141.74
3671,141.78
2247,141.83
6451,141.84
9542,141.88
5679,141.92
3197,141.95
5030,142.08
4599,142.09
8601,142.16
7375,142.18
4952,142.19
3962,142.20000000000002
3900,142.22
9421,142.24
3838,142.32
7279,142.33
9180,142.37
3227,142.48
2651,142.5
328,142.56
26,142.57999999999998
1045,142.58
3583,142.59
1675,142.63
7585,142.68
4718,142.69
1584,142.73
368,142.83
705,142.86
4504,142.88
1105,142.9
7227,142.93
316,142.95
9858,142.96
7108,142.97
2016,143.07
3910,143.07999999999998
3457,143.08
2523,143.19
6198,143.22
5187,143.22
7174,143.23
6693,143.24
9358,143.25
662,143.29
2481,143.36
2125,143.36
8152,143.38
8565,143.44
780,143.45
2124,143.47
5635,143.48
3414,143.49
5043,143.52
8836,143.53
5162,143.54
932,143.56
6920,143.57
6118,143.57
2413,143.58
265,143.6
2682,143.62
1489,143.66
6133,143.66
3361,143.71
7319,143.72
4695,143.73
1825,143.82999999999998
42,143.89
642,143.96
7815,144.05
3123,144.1
1769,144.22
9404,144.22
6096,144.28
9576,144.33
2127,144.35
8714,144.53
5145,144.55
9029,144.57
5639,144.67
8941,144.7
7075,144.73
7565,144.98
5435,144.99
2994,145.12
903,145.12
1497,145.24
5092,145.29
2697,145.31
6968,145.33
5550,145.34
6556,145.34
4236,145.35
1767,145.39
897,145.57999999999998
7497,145.58
7560,145.65
2188,145.72
6580,145.73
8781,145.76
5852,145.77
5295,145.81
926,145.82
8129,145.86
8635,145.91
1248,145.94
8748,146.01
7088,146.05
246,146.11
5445,146.15
337,146.28
5362,146.3
4315,146.38
2732,146.43
1782,146.52
2675,146.53
9589,146.65
3379,146.68
3221,146.75
4332,146.83
8144,146.86
9801,146.89
2678,146.91
9994,146.92
1118,146.95
4409,146.96
8479,147.01
5416,147.02
9534,147.04
6313,147.07
6999,147.07999999999998
7349,147.13
4764,147.13
9197,147.18
2889,147.18
8964,147.19
1407,147.21
3190,147.23000000000002
5881,147.27
7387,147.28
427,147.31
1937,147.33
8838,147.39000000000001
2430,147.43
4475,147.44
4618,147.44
5546,147.46
5498,147.5
1160,147.54
2738,147.54
2548,147.56
5492,147.62
1741,147.63
4003,147.64
4802,147.65
6663,147.66
1770,147.67
7449,147.75
7727,147.79
2875,147.82
9460,147.82999999999998
734,147.91
9526,147.91
7717,147.92
5802,147.95
3579,147.95999999999998
8291,147.97
9122,148.0
3252,148.01
6701,148.01
4833,148.02
2298,148.13
5167,148.14
4526,148.15
6497,148.17
2601,148.23
5811,148.27
2685,148.28
9150,148.28
8946,148.3
8201,148.37
7323,148.4
8876,148.47
2572,148.49
4149,148.58
1392,148.59
2802,148.66
9112,148.67
2181,148.71
8900,148.74
3095,148.75
9435,148.81
4755,148.82
8880,148.84
5331,148.85
5049,148.85
1336,148.93
8094,148.94
6584,148.96
9861,148.97
2322,149.01
3470,149.01
8016,149.05
4389,149.1
9070,149.1
7235,149.11
6874,149.15
14,149.16
495,149.18
9736,149.18
3995,149.2
8803,149.24
3437,149.25
3643,149.25
8782,149.38
6045,149.42
3850,149.43
5725,149.5
9087,149.51
7833,149.59
9874,149.6
7681,149.62
3207,149.63
5746,149.63
4066,149.64
2067,149.67000000000002
7453,149.68
4190,149.71
5259,149.71
1206,149.72
750,149.82
3827,149.83
2259,149.84
2793,149.86
4654,149.87
3262,149.92
7542,149.93
984,149.99
7289,150.14
2635,150.16
5159,150.16
6664,150.18
7537,150.18
4092,150.21
9154,150.25
9845,150.25
8484,150.26
3566,150.5
9920,150.59
8784,150.64000000000001
2798,150.69
8376,150.71
6820,150.73
967,150.73
898,150.77
7580,150.9
5102,150.91
9056,150.92
7893,150.97
8550,150.98
510,151.02
2209,151.02999999999997
7243,151.04000000000002
7040,151.09
5045,151.12
872,151.17
600,151.18
1063,151.22
2389,151.25
1961,151.27
9489,151.45
7404,151.47
8851,151.51
9727,151.54
5373,151.63
570,151.67
1262,151.69
9469,151.82
6735,151.86
5403,151.9
4772,151.95999999999998
6726,151.96
9172,151.99
6339,152.04
9256,152.09
4560,152.14
5855,152.14
7581,152.25
525,152.3
6789,152.34
7538,152.35
8902,152.37
1960,152.42
5504,152.42
4065,152.45
5203,152.46
8518,152.5
6652,152.53
2308,152.56
3078,152.64
5022,152.69
5566,152.75
6411,152.79
1042,152.85999999999999
1603,152.88
8668,152.89
9168,152.93
3846,153.04
8350,153.08
6956,153.1
3218,153.11
7487,153.21
1518,153.22
4694,153.23
9813,153.25
9765,153.29
5268,153.34
9381,153.35000000000002
4474,153.4
4837,153.4
8340,153.4
9214,153.4
616,153.41
9123,153.44
7374,153.44
7389,153.47
6294,153.52
784,153.56
6298,153.57
2710,153.59
9926,153.61
3453,153.61
358,153.63
1055,153.64
6087,153.64
7147,153.7
3934,153.7
6042,153.71
7554,153.73
3427,153.78
9880,153.91
9521,153.97
666,154.0
9704,154.04
4578,154.1
8502,154.1
7456,154.10999999999999
5361,154.19
8422,154.21
9598,154.22
8228,154.23
6719,154.24
9786,154.38
3982,154.39
113,154.4
4121,154.4
2363,154.5
5552,154.53
9892,154.57
3063,154.6
8770,154.61
2683,154.65
987,154.67
9610,154.82
6420,154.84
9821,154.87
755,154.87
4647,154.88
7163,154.93
2813,154.94
5404,154.95
5750,154.96
6626,154.96
8968,154.99
3717,155.0
395,155.01999999999998
8120,155.01999999999998
7216,155.13
8597,155.18
9723,155.22
5720,155.22
6090,155.26
4217,155.34
321,155.35
3799,155.44
8637,155.49
9766,155.49
1758,155.53
8054,155.53
3317,155.60999999999999
7426,155.64
9187,155.65
248,155.68
6230,155.74
753,155.87
8407,155.96
3724,156.0
8863,156.0
617,156.04
862,156.28
4267,156.37
2652,156.38
7192,156.4
4113,156.44
5591,156.63
6374,156.77
4984,156.78
9274,156.79
4232,156.79000000000002
665,156.85
6455,156.85
3362,156.86
4961,156.9
29,156.95
1106,156.97
8406,157.03
6507,157.16
1156,157.23
1162,157.23000000000002
3558,157.25
5484,157.27
284,157.34
4266,157.35
1604,157.44
3670,157.46
4194,157.52
8159,157.56
8898,157.58
8658,157.59
949,157.59
2657,157.65
2740,157.68
6085,157.73000000000002
341,157.79
3818,157.83
8448,157.89000000000001
9334,157.94
9146,157.99
2564,158.03
4795,158.07
3404,158.18
6158,158.2
9497,158.22
7049,158.23
7341,158.36
548,158.45
9132,158.46
7146,158.53
4817,158.57
8345,158.59
7245,158.61
140,158.62
8206,158.62
4161,158.7
8869,158.75
5602,158.79
6141,158.82
7744,158.83
9854,158.93
9239,158.97
4021,158.99
7017,159.03
1450,159.04000000000002
509,159.05
465,159.06
675,159.08
9135,159.08999999999997
6772,159.20000000000002
2489,159.27
2629,159.28
8425,159.28
1225,159.3
1471,159.32
2392,159.43
6724,159.44
979,159.48
725,159.55
9184,159.55
2785,159.56
1920,159.79
4026,159.84
5202,159.84
7421,159.86
6450,159.9
7201,159.91
930,159.92
2427,159.92000000000002
6787,159.94
3886,159.96
2716,159.98
1508,160.01
7675,160.06
6344,160.1
9509,160.15
7539,160.16
7296,160.2
6528,160.21
179,160.21
2000,160.24
3462,160.33
861,160.37
5339,160.39
1201,160.57999999999998
7877,160.66000000000003
4531,160.69
3893,160.79
8749,160.82
5986,160.83
4123,160.89999999999998
3045,160.99
2030,161.07999999999998
7912,161.13
5847,161.14999999999998
21,161.3
4852,161.31
6258,161.32
2295,161.32999999999998
7678,161.39
4457,161.56
1502,161.56
6836,161.61
6579,161.61
8962,161.62
7838,161.68
8593,161.68
7553,161.72
7874,161.8
5483,161.85
5247,161.89000000000001
5308,161.9
2606,161.91
6763,161.91
3834,162.06
9746,162.1
6879,162.18
6971,162.2
6070,162.23
5116,162.33
3373,162.45999999999998
214,162.46
6781,162.53
445,162.53
1232,162.55
5716,162.56
9978,162.56
2357,162.58
1854,162.58
6977,162.61
3064,162.67
3701,162.7
1559,162.73000000000002
8759,162.8
6523,162.82
5889,162.88
5243,162.89
5503,162.9
4165,162.95
1387,162.97
4809,163.04
3423,163.07
2894,163.1
6808,163.14000000000001
4744,163.16
4069,163.21
1955,163.29
1949,163.32
1610,163.32
8797,163.33
5448,163.38
5499,163.45999999999998
3668,163.5
8172,163.64
322,163.65
8683,163.67
9665,163.68
8369,163.71
7512,163.71
3246,163.73
9803,163.76
7518,163.78
7613,163.8
9476,163.82
2001,163.86
9549,163.89
8109,163.91
1986,163.91
4395,163.95
9623,164.01
5618,164.02
8260,164.06
6551,164.06
4944,164.11
9498,164.2
9055,164.25
2662,164.32
9066,164.33
3164,164.36
2324,164.41
8352,164.46
1382,164.47
5572,164.5
8584,164.5
6463,164.51
1511,164.53
2637,164.59
7589,164.6
296,164.65
7401,164.65
8711,164.71
9661,164.78
7448,164.84
663,164.91
5156,164.97
5485,165.03
3947,165.07999999999998
3532,165.1
3259,165.19
989,165.22
7042,165.29999999999998
5103,165.31
1079,165.31
9852,165.35
5454,165.38
7892,165.41
9831,165.41
8000,165.45
3179,165.48
3928,165.48
7989,165.49
8091,165.54
1952,165.57
5962,165.59
4906,165.68
8305,165.71
8614,165.72
7766,165.74
8626,165.78
326,165.79
6708,165.79
8028,165.8
3844,165.84
2885,165.86
3431,165.95
2931,165.95
7784,166.09
8020,166.12
8368,166.2
6788,166.3
9446,166.32999999999998
7058,166.35
3212,166.35
4115,166.38
5890,166.4
6737,166.42
5987,166.48
5166,166.49
6019,166.54
2634,166.6
6004,166.61
8110,166.62
7820,166.64
5062,166.65
9054,166.65
831,166.67
9432,166.71
4101,166.74
783,166.77999999999997
9691,166.8
3751,166.81
8801,166.91
366,166.94
2317,166.94
4058,167.02
6020,167.05
7591,167.06
73,167.09
3974,167.13
3866,167.14
7320,167.15
9719,167.2
650,167.21
651,167.25
3087,167.29
3510,167.31
3994,167.31
4640,167.31
4963,167.33
5971,167.34
6349,167.36
9161,167.39999999999998
6670,167.41
7627,167.42
6371,167.45
6672,167.51000000000002
1655,167.53
8737,167.58
6594,167.6
5165,167.62
4693,167.64
1857,167.7
7462,167.78
9407,167.79
6754,167.85
1061,167.87
2746,168.06
6931,168.1
9690,168.11
557,168.12
3039,168.18
8017,168.19
2935,168.21
8390,168.23
5110,168.25
7111,168.3
1685,168.31
8789,168.33
7438,168.44
5368,168.45
1230,168.53
9559,168.64
1563,168.69
5600,168.72
290,168.74
7708,168.79000000000002
9718,168.82999999999998
9964,168.84
7230,168.85
8657,168.87
9511,168.91
3183,168.99
2711,169.0
6140,169.0
6604,169.23
8541,169.27
4100,169.27999999999997
8022,169.28
6178,169.31
4675,169.54
2720,169.59
6892,169.67
8132,169.74
8942,169.74
1887,169.75
9173,169.78
9232,169.81
8057,169.85
69,170.0
1122,170.04
5860,170.14
5334,170.15
4378,170.18
7001,170.19
183,170.24
2728,170.4
6713,170.44
3151,170.46
1744,170.54
9019,170.55
9662,170.58
1690,170.61
2293,170.67
5604,170.7
9529,170.71
1325,170.75
372,170.79
2050,170.83
6814,170.87
3381,171.02
251,171.03
6571,171.05
813,171.05
4306,171.12
6675,171.16
4481,171.16000000000003
6243,171.18
8914,171.21
6352,171.22
8936,171.37
1651,171.39
8884,171.39
7899,171.43
7330,171.45000000000002
4691,171.49
2854,171.55
5016,171.59
8704,171.62
8155,171.66
7052,171.67
9220,171.7
2114,171.8
5374,171.82
5536,171.84
188,171.84
9418,171.86
4337,171.86
4004,171.88
512,171.89
7855,171.95
9987,171.98000000000002
5154,172.03
6665,172.07
7500,172.13
7552,172.13
1549,172.15
8507,172.18
4038,172.19
4561,172.24
1107,172.27
764,172.28
2638,172.3
3895,172.3
5911,172.32
8156,172.33
8725,172.38
5089,172.39
1997,172.45
6795,172.49
8739,172.49
4279,172.56
458,172.59
9385,172.59
1111,172.66
145,172.70999999999998
2282,172.81
8401,172.88
3254,172.89
7479,172.89
96,172.92
5456,172.93
6467,173.0
4796,173.01
7655,173.01
8008,173.05
5827,173.11
2117,173.11
299,173.14
1437,173.14
8505,173.17000000000002
1311,173.19
3978,173.2
5143,173.2
5724,173.23
7749,173.32
907,173.42000000000002
4696,173.52
4711,173.52
8664,173.53
4683,173.53
1074,173.57
6000,173.72
8047,173.73
1879,173.76
7653,173.78
7975,173.82
5885,173.82
741,173.85999999999999
5624,173.86
154,173.88
5129,174.08
5474,174.11
1736,174.11
2858,174.12
7981,174.16
7965,174.16
6145,174.17
1885,174.19
4140,174.38
6589,174.42
422,174.48
5101,174.5
4960,174.52
456,174.53
6544,174.54
3753,174.56
7179,174.56
6596,174.56
3060,174.58
841,174.59
9069,174.69
771,174.73000000000002
8892,174.74
4500,174.77
6851,174.77
9597,174.78
3630,174.78
2592,174.79000000000002
9889,174.81
4758,174.84
4736,174.95999999999998
2598,174.96
9865,174.99
3304,175.0
6174,175.05
1263,175.06
3046,175.07
6143,175.09
4637,175.19
9982,175.22
7430,175.22
4970,175.29
6974,175.33
6434,175.36
8696,175.38
638,175.38
9774,175.4
2437,175.56
2368,175.57
7917,175.58
4397,175.72
8314,175.84
9125,175.86
5410,175.88
8521,175.89
7385,175.9
8236,175.92
4093,175.95
1060,176.0
5674,176.07
3621,176.1
9943,176.1
3964,176.12
2826,176.18
4882,176.21
3748,176.26999999999998
2821,176.29000000000002
937,176.41
3014,176.41
5190,176.42
3781,176.44
8180,176.47
8300,176.53
6744,176.56
691,176.58
8638,176.64
4299,176.64
4975,176.64
1323,176.7
7979,176.75
8442,176.76
1117,176.77
2166,176.78
5527,176.79
6824,176.85
5012,176.85
8573,176.86
236,176.87
7006,176.9
9908,176.9
5714,176.98
7161,177.0
942,177.0
4363,177.12
325,177.17
3364,177.21
3168,177.26
8487,177.27
2278,177.34
5475,177.36
3032,177.42
8117,177.43
6828,177.49
1097,177.5
1834,177.57
4643,177.58
7153,177.65
6631,177.70000000000002
9879,177.72
9921,177.74
5979,177.8
5147,177.83
9711,177.88
3133,178.0
9485,178.03
2776,178.1
4466,178.16
5466,178.17
5638,178.17000000000002
598,178.18
773,178.24
2952,178.36
4243,178.36
567,178.38
3872,178.4
9411,178.52
8486,178.56
9152,178.60999999999999
3366,178.61
4377,178.70999999999998
2986,178.72
9681,178.77
6095,178.89
4011,178.91
3778,178.93
6291,178.96
8075,178.97
6645,179.03
3231,179.04
7599,179.09
2531,179.16
9992,179.18
5350,179.18
2930,179.19
6066,179.21
9062,179.21
9393,179.26
3960,179.28
714,179.31
1209,179.34999999999997
2370,179.36
7938,179.4
4842,179.4
1250,179.4
5734,179.45999999999998
6812,179.46
6330,179.54
3019,179.58
5477,179.6
5378,179.61
9671,179.62
2980,179.64
8097,179.66
4097,179.75
7258,179.75
8195,179.85
5018,179.91
4600,179.94
7364,179.98999999999998
4753,180.01
330,180.03
1621,180.06
5713,180.06
5914,180.07999999999998
3820,180.2
5906,180.21
7639,180.23
5730,180.25
273,180.33
3507,180.34
4162,180.37
7768,180.41
854,180.47
7944,180.5
1878,180.51
4178,180.59
7241,180.62
5015,180.64
5328,180.65
1195,180.67
2033,180.68
